"offerID"|"name"
"macmall_32"|"ASUS VivoBook S15 S510UA DS71 8th Gen Intel Core i7-8550U 1.8GHz Ultra Thin Notebook PC - 8GB RAM 128GB SSD + 1TB HDD 15.6in 1920 x 1080 (Full HD) UHD Graphics 620 802.11ac Bluetooth Microsoft Windows 10 Home 64-bit - Metal Gold (S510UA-DS71)"
"macmall_325"|"Lenovo ThinkPad T480 20L5 8th Gen Intel Core i5-8250U Quad-Core 1.60GHz Notebook PC - 8GB RAM 500GB HDD 14in HD (1366x768) Display Intel UHD Graphics 620 Intel 8265ac 2x2 + BT4.1 720p Camera Windows 10 Pro 64 - TopSeller (20L5004HUS)"
"macmall_326"|"HP Inc. ZBook 14u G5 Mobile Workstation 8th Gen Intel Core i7-8550U 1.8GHz - 8GB RAM 256GB SSD Z Turbo Drive NVMe 14in IPS 1920 x 1080 (Full HD) Radeon Pro WX 3100 / UHD Graphics 620 WiFi Bluetooth Microsoft Windows 10 Pro 64-bit - Turbo Silver (3YE07UTABA)"
"macmall_329"|"Lenovo ThinkPad T580 20L9 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz Notebook PC - 8GB RAM 256GB SSD TCG Opal Encryption 2 NVMe 15.6in IPS touchscreen 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black (20L9001FUS)"
"macmall_333"|"Acer Swift 5 SF514-52TP-52LH 8th Gen Intel Core i5-8250U Quad-core 1.60 GHz Notebook PC - 8GB RAM 256GB SSD 14in Full HD (1920x1080) 16:9 IPS-Pro CineCrystal Display Intel UHD Graphics 620 802.11ac WLAN Microsoft Windows 10 Pro (NX.H0DAA.001)"
"macmall_340"|"HP Inc. 250 G6 - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD SED - DVD-Writer - 15.6in 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi Bluetooth - dark ash silver woven texture - kbd: US (1NW57UTABA)"
"macmall_341"|"HP Inc. SmartBuy ZBook 15 G4 7th Gen Intel Core i7-7820HQ 2.9GHz Mobile Workstation - 16GB RAM 512GB SSD Z Turbo Drive NVMe 15.6in 1920 x 1080 (Full HD) Quadro M2200 / HD Graphics 630 Microsoft Windows 10 Pro 64-bit (1JD35UTABA)"
"macmall_348"|"HP Inc. ProBook 450 G5 - 8th Gen Intel Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 15.6in TN 1366 x 768 (HD) - UHD Graphics 620 - Wi-Fi Bluetooth - kbd: US (2ST02UTABA)"
"macmall_352"|"Dell Latitude 3490 7th Gen Intel Core i3 7130U / 2.7 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 14in 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi Bluetooth - BTS - with 1 Year  Hardware Service with Onsite/In-Home Service After Remote Diagnosis (5NCNT)"
"macmall_359"|"Dell Latitude 5591 8th Gen Intel Core i7-8850H 2.6GHz Notebook PC - 16GB RAM 512GB SSD NVMe Class 40 15.6in 1920 x 1080 (Full HD) UHD Graphics 630 WiFi Bluetooth Microsoft Windows 10 Pro 64-bit (J3VWF)"
"macmall_373"|"Lenovo ThinkPad X1 Yoga 20LD Flip design 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz - 16GB RAM 256GB SSD TCG Opal Encryption 2 NVMe 14in IPS touchscreen 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black (20LD001DUS)"
"macmall_40"|"Lenovo ThinkPad E580 20KS 8th Gen Intel Core i7-8550U Quad-Core 1.8GHz Notebook PC - 8GB RAM 500GB HDD 15.6in IPS 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black (20KS003LUS)"
"macmall_404"|"Lenovo IdeaPad 330 330-15ICH 81FK 8th Gen Intel Core i5-8300H 2.3GHz Notebook PC - 8GB RAM 1TB HDD 15.6in TN 1920 x 1080 (Full HD) GeForce GTX 1050 / UHD Graphics 630 WiFi Bluetooth Microsoft Windows 10 Home 64-bit - Onyx Black (81FK0000US)"
"macmall_409"|"HP Inc. Pavilion x360 15-cr0077nr - Flip design - 8th Gen Intel Core i5 8250U / 1.6 GHz - Windows 10 Home - 8 GB RAM - 256 GB SSD NVMe - 15.6in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi Bluetooth (3VQ45UAABA)"
"macmall_411"|"HP Inc. Envy 13-ah0010nr 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 8GB RAM 256GB PCIe NVMe M.2 SSD 13.3in Full HD (1920x1080) IPS Touchscreen Display Intel UHD Graphics 620 Wi-Fi Bluetooth Webcam Windows 10 Home 64 (3WF47UAABA)"
"macmall_434"|"HP Inc. Pavilion Gaming 15-cx0020nr 8th Gen Intel Core i5-8300H Quad-Core 2.3GHz Notebook PC - 8GB RAM 1TB HDD (16GB SSD cache) 15.6in IPS 1920 x 1080 (Full HD) GF GTX 1050 Ti Wi-Fi Bluetooth Microsoft Windows 10 Home (3WF00UAABA)"
"macmall_435"|"HP Inc. Pavilion Gaming 15-cx0030nr 8th Gen Intel Core i5-8300H Quad-Core 2.3GHz Notebook PC - 8GB RAM 128GB SSD NVMe + 1TB HDD 15.6in IPS 1920 x 1080 (Full HD) GF GTX 1050 Ti Wi-Fi Bluetooth Microsoft Windows 10 Home (3WE99UAABA)"
"macmall_442"|"ASUS X540UA-DB71 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 8GB RAM 1TB SSHD (8GB Cache) FireCuda 15.6in FHD (1920x1080) Display Intel HD Graphics 802.11ac Bluetooth 4.1 VGA Camera DL DVD±RW/CD-RW Windows 10 64-bit (X540UA-DB71)"
"macmall_472"|"ASUS X540UA-DB51 8th Gen Intel Core i5-8250U Quad-Core 1.60GHz Notebook PC - 8GB RAM 1TB SSHD (8GB Cache) FireCuda 15.6in FHD (1920x1080) Display Intel HD Graphics 802.11ac Bluetooth 4.2 VGA Camera DL DVD±RW/CD-RW Windows 10 64-bit (X540UA-DB51)"
"macmall_484"|"MSI GS73 STEALTH-016 - Intel Core i7-8750H (2.6 - 4.1GHz) 16GB (8G*2) DDR4 2400MHz 256GB NVMe SSD + 2TB (5400RPM) LAN WLAN BT 5 NVIDIA GeForce® GTX1070 8G GDDR5 17.3in FHD Anti-Glare Wide View Angle 120Hz 3ms 94%NTSC Windows 10 (GS73016)"
"macmall_499"|"MSI PS42 8RB-060 8th Gen Intel Core i5-8250U Quad-Core 1.60GHz Notebook PC - 8GB DDR4 2400MHz 512GB M.2 SATA HDD 14in Thin bezel Full HD IPS-level panel NVIDIA GeForce MX150 2GB GDDR5 802.11ac Bluetooth 5 720p HD Webcam - Aluminum Silver (PS42060)"
"macmall_506"|"Dell Latitude 5591 8th Gen Intel Core i5-8400H 2.5GHz Notebook PC - 8GB RAM 256GB SSD NVMe Class 40 15.6in 1920 x 1080 (Full HD) UHD Graphics 630 WiFi Bluetooth Microsoft Windows 10 Pro 64-bit (XX14F)"
"macmall_520"|"Lenovo 330-15ICH 81FK - Core i7 8750H / 2.2 GHz - Win 10 Home 64-bit - 12 GB RAM - 1 TB HDD (16 GB SSD cache) - 15.6in TN 1920 x 1080 (Full HD) - GF GTX 1050 / UHD Graphics 630 - Wi-Fi Bluetooth - onyx black (81FK009UUS)"
"macmall_521"|"Lenovo 330-15IKBR 81DE - Core i5 8250U / 1.6 GHz - Win 10 Home 64-bit - 8 GB RAM - 1 TB HDD (16 GB SSD cache) - DVD-Writer - 15.6in TN 1366 x 768 (HD) - UHD Graphics 620 - Wi-Fi Bluetooth - platinum gray (81DE01M2US)"
"macmall_542"|"Lenovo ThinkPad X1 Yoga 20LF - Flip design - Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2 NVMe - 14in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi Bluetooth - silver (20LF000JUS)"
"macmall_580"|"HP Inc. HP PAVILION X360 CONVERTIBLE 14-BA110NR (3WE91UAABA)"
"macmall_595"|"ASUS Chromebook C202SA-YS02 Intel Core Celeron N3060 Dual-Core 1.6 GHz Notebook PC - 4GB RAM 16GB eMMC 11.6in HD 802.11ac Bluetooth V4.2 - Dark Blue/Silver (C202SA-YS02)"
"macmall_628"|"ASUS VivoBook X540YA DB02 - E2 6110 / 1.5 GHz - Win 10 Home 64-bit - 4 GB RAM - 500 GB HDD - 15.6in 1366 x 768 (HD) - Radeon R2 - gold chocolate black (X540YA-DB02)"
"macmall_642"|"Lenovo 530S-14IKB 81EU - 8th Gen Intel Core i5 8250U / 1.6 GHz - Windows 10 Home - 8 GB RAM - 256 GB SSD NVMe - 14in IPS 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi Bluetooth - onyx black (81EU0008US)"
"macmall_644"|"HP Inc. EliteBook 1040 G3 - Core i5 6200U / 2.3 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi NFC Bluetooth - kbd: US (Z2A00UTABA)"
"macmall_686"|"ASUS ZenBook 13 UX331UA-DS71 8th Gen Intel Core i7-8550U Quad Core 1.80GHz Ultra-Slim Notebook PC - 8GB LPDDR3 (On Board) 256GB SSD 13.3in FHD (1920x1080) IPS Display Intel HD Graphics 802.11ac Bluetooth 4.2 VGA Camera Windows 10 64-bit (UX331UA-DS71)"
"macmall_690"|"HP Inc. Smart Buy ProBook x360 440 G1 Intel Core i3-8130U Dual-Core 2.20GHz Convertible Notebook PC - 4GB RAM 128GB SSD 14in Touchscreen LED FHD UWVA Display 10/100/1000 Intel 8265 AC 2x2 WiFi + Bluetooth 4.2 720p HD Webcam 3-Cell 48 WHr Battery (4PY44UTABA)"
"macmall_692"|"ASUS PRO P5440UF XB74 8th Gen Intel Core i7-8550U 1.8GHz Notebook PC - 16GB RAM 512GB SSD 14in 1920 x 1080 (Full HD) NVIDIA GeForce MX130 2GB GDDR5 HD Web Camera 802.11AC Bluetooth 4.2 3-cell Li-ion Microsoft Windows 10 Pro 64-bit (P5440UF-XB74)"
"macmall_693"|"ASUS ROG GL504GS-DS74 Gaming Laptop Strix SCAR II Edition - 8th Gen Intel Core i7-8750H 6-Core 2.20GHz 16GB RAM 256GB PCIe SSD + 1TB SSHD 15.6in 144Hz IPS-Type Slim Bezel Display GeForce GTX 1070 8GB WiFi Bluetooth RGB Keyboard Windows 10 Home 64-bit (GL504GS-DS74)"
"macmall_7"|"Apple MacBook 12in with Retina Display Intel 1.2GHz Dual-Core Intel Core m3 processor 8GB RAM 256GB SSD storage & Intel HD Graphics 615 - Space Gray macOS Mojave (MNYF2LL/A)"
"macmall_72"|"Microsoft Surface Laptop 7th Gen Intel Core i7-7660U Dual-Core 2.5GHz 8GB RAM 256GB SSD 13.5in touchscreen 2256 x 1504 Intel Iris Plus Graphics 640 Wi-Fi Bluetooth Microsoft Windows 10 Pro - Burgundy kbd: English North America - commercial (JKQ-00036)"
"macmall_75"|"MSI GS63VR STEALTH PRO-674 - Intel Core i7-7700HQ - 16GB DDR4 Memory - 128GB SSD+1TB HDD -  15.6in FHD (1920x1080) - GeForce GTX 1060 with 6GB GDDR5 - Windows 10 Home 64-bit (GS63VR674)"
"macmall_80"|"Microsoft Surface Laptop 7th Gen Intel Core i7-7660U Dual-Core 2.5GHz 8GB RAM 256GB SSD 13.5in touchscreen 2256 x 1504 Intel Iris Plus Graphics 640 Wi-Fi Bluetooth Microsoft Windows 10 Pro - Platinum kbd: English North America - commercial (JKQ-00001)"
"macmall_98"|"Lenovo ThinkPad E485 20KU - Ryzen 5 2500U / 2 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2 NVMe - 14in IPS 1920 x 1080 (Full HD) - Radeon Vega 8 - Wi-Fi Bluetooth - black (20KU001KUS)"
"massgenie_108"|"ASUS 90NR0031-M00190 15.6 in. 16 GB 256 GB Core i7 8750H Gaming Laptop"
"massgenie_109"|"HP COMMERCIAL SPECIALTY 1NL43UTABA ZBk17G4 i77820HQ 16G 1TB 17.3"
"massgenie_135"|"Lenovo 20kh002jus thinkpad x1 carbon 6th generation intel core i7-8650u (1.90ghz 8mb) 14.0 1920"
"massgenie_143"|"Hp business 2ue51utaba 1020ebg2 i77600u 16g 512g 12.5"
"massgenie_153"|"Lenovo 20l7001yus ts t480s 16gb 512gb w10p"
"massgenie_154"|"HP 4RB08UT-ABA ZBook 15 G5 i7-8750H 16GB 512GB P1000 GFX W10P64 15.6 in. Full HD Touch"
"massgenie_160"|"HP COMMERCIAL SPECIALTY 1NL41UTABA ZBk17G4 i77820HQ 16G 1TB 17.3"
"massgenie_163"|"HP 1JD35UTNo.ABA 15.6 in. G4 Mobile Workstation"
"massgenie_172"|"Hp business 2xu38utaba 14 1040g4 i5-7300u 16gb/512pc"
"massgenie_191"|"HP - SB Notebooks 2GZ76UT-ABA EliteBook x360 1030 G2 13.3 in. Touchscreen LCD 2 in 1 Notebook - i5-7300U Dual-core"
"massgenie_196"|"HP Commercial Specialty V2W10UT-ABA ZBk3 15 i7 6700 512G 16G W7 10 Laptop Workstation"
"massgenie_199"|"Hp commercial specialty 4rb08utaba 15.6 zb15g5 i78750h 16gb 512"
"massgenie_212"|"ASUS 90NR00E1-M00770 17.3 in. Intel Core i7 8750H 16 GB 256 GB Gaming Laptop"
"massgenie_237"|"HP COMMERCIAL SPECIALTY 1JD35UTABA ZBk15G4 i77820HQ 16G 512G 15.6"
"massgenie_249"|"Hp business 2gz76utaba ebx360 1030g2 i57300u 16g 256g"
"massgenie_256"|"Dell LATI5591J3VWF 15.6 in. i7 8850H 16 GB 512 GB Laptop"
"massgenie_259"|"HP BUSINESS 1GE45UTABA 840EBG4 i77500U 16G 512GB 14"
"massgenie_268"|"Asus notebooks 90nr00e1-m00770 17.3 fhd i7 8750h 16gb 256gb"
"massgenie_279"|"Hewlett Packard 1NM38UT-ABA 13.3 in. 256 GB Smart Buy Elitebook Notebook"
"massgenie_296"|"Lenovo 20LD001KUS Thinkpad X1 Yoga 3rd Gen Intel Core I7 8 GB 256 GB Touchscreen LCD Ultrabook"
"massgenie_308"|"HP 2UE44UT-ABA 12.5 in. Elitebook X360 1020 G2 i7-7500U 2.7G 8GB 256GB Windows 10 Processor"
"massgenie_317"|"Hp Commercial Specialty V2W10UtAba Zbk3 15 I7 6700 512G 16G W7 10"
"massgenie_320"|"Dell commercial j3vwf 15.6 i7 8850h 16gb 512gb"
"massgenie_324"|"HP 3YE09UT-ABA 14 in. ZBook 14u G5 i78650U 8 & 256 GB LCD Mobile Workstation Turbo Silver"
"massgenie_326"|"Asus UX550VEDB71T 15.6 in. NanoEdge FHD Touch Laptop"
"massgenie_340"|"Hp business 2xm87utaba 14 1040g4 i7-7500u 8gb/512pc"
"massgenie_347"|"HP Commercial Specialty V2W08UT-ABA ZBk3 15 i7 6700 256G 8G W7 10 Laptop Workstation"
"massgenie_355"|"Dell LATI54914D7J7 14 in. i7 8850H 8 GB 256 GB Laptop"
"massgenie_357"|"HP BUSINESS 1NM38UTABA x360EB 1030G2 i57200U 8G 256GB"
"massgenie_359"|"Lenovo 20lh0018us ts x380 yoga i7 16gb 512gb"
"massgenie_373"|"Dell INS187209SA Factory Recertified Alienware 15R3 Gaming Laptop for Intel I7-7700HQ-CI7-2.80G Processor"
"massgenie_390"|"Lenovo 20l70023us ts t480s 8gb 256gb w10p"
"massgenie_391"|"Dell consumer aw17r5-7108slv 17.3 i7 8750h 8gb 256gb"
"massgenie_398"|"Hewlett Packard 1NM37UT-ABA 13.3 in. Smart Buy Elitebook Notebook"
"massgenie_415"|"Hp commercial specialty 3ye09utaba 14 zbook14ug5 i78650u 8gb/256"
"massgenie_428"|"HP Business V1H21UT-ABA 850 i7-6600U 15.6 8G 256 7 & 10 Laptop"
"massgenie_433"|"ASUS 90NR00G1-M00150 17.3 in. 8th-Gen Intel Core i7-8750H 16 GB 256 GB Gaming Laptop"
"massgenie_435"|"Asus notebooks 90nb0es2-m00650 15.6 i7 7700hq 16gb 512gb b"
"massgenie_439"|"HP BUSINESS 1GE43UTABA 840EBG4 i57300U 16G 512GB 14"
"massgenie_444"|"HP 3YE06UT-ABA 14 in. ZBook 14u G5 i58350U 8 & 256 GB LCD Mobile Workstation Turbo Silver"
"massgenie_447"|"Lenovo 20ld001gus ts x1 yoga gen3 i5 8gb 256gb"
"massgenie_448"|"Dell commercial 4d7j7 14 i7 8850h 8gb 256gb"
"massgenie_450"|"Dell commercial d2dyw 14 i7 8850h 16gb 256gb"
"massgenie_455"|"HP COMMERCIAL SPECIALTY 1MP26UTABA ZBk15G4 i77700HQ 8G 256G 15.6"
"massgenie_461"|"Asus - Notebooks UX490UA-XH74-BL Zenbook 3 Deluxe Ultraportable Laptop"
"massgenie_482"|"Hp business 1nm37utaba x360eb 1030g2 i57200u 8g 256gb"
"massgenie_492"|"Lenovo 20kf0020us ts x280 i7 8gb 256gb"
"massgenie_504"|"Dell MCMG6 15.6 in. Intel i5-8300H 8GB DDR4 SDRAM Windows 10 Pro Notebook"
"massgenie_510"|"Asus notebooks 90nr00g1-m00150 17.3 fhd i7 8750h 16gb 256gb"
"massgenie_516"|"Dell XPS9570MCMG6 15.6 in. Intel i5-8300H 8GB Windows 10 Pro Notebook"
"massgenie_533"|"Hp Commercial Specialty V2W08UtAba Zbk3 15 I7 6700 256G 8G W7 10"
"massgenie_544"|"Asus notebooks 90nb0ei1-m05780 14 i7 8550u 16gb royal blue"
"massgenie_556"|"Lenovo 20L9001FUS ThinkPad T580 1.8GHz Core i7 15.6 in. Display"
"massgenie_574"|"Lenovo 20hh000gus p51win10pi78gb256ssd3yr"
"massgenie_582"|"HP Business V1H19UT-ABA 850 i5-6300U 15.6 8G 256 7 & 10 Laptop"
"massgenie_591"|"Asus GL503VDDB74 15.6 in. ROG Strix Laptop - Intel Core i7 16GB Memory NVIDIA GeForce GTX 1050 & 1TB Hard Drive Plus 256GB SSD - ROG Metallic Black"
"massgenie_604"|"Dell commercial mcmg6 15.6 i5 8300h 8gb 128gb"
"massgenie_606"|"Hp business 3rf07utaba eb840g5 i58250u 8g 256gb 14"
"massgenie_618"|"HP - SB Mobile WKS 2LU39UT-ABA Zbook 14u G4 I7-7500U 256GB Workstation"
"massgenie_619"|"Lenovo 20l5000uus ts t480 8gb 256gb w10p"
"massgenie_629"|"Lenovo 20l9001mus ts t580 i7 8gb 256gb"
"massgenie_643"|"HP 2UL93UT-ABA 14 in. Elitebook 1040 G4 i5-7300U 2.6G 8GB 256GB Windows 10 Processor"
"massgenie_645"|"Hp business 3rs14utaba eb850g5 i58250u 8g 256gb 15.6"
"massgenie_652"|"HP 4NL17UT 15.6 in. 16GB ZBook 15vG5 i78750H Mobile Workstation"
"massgenie_653"|"HP 4NL17UT-ABA 15.6 in. 16GB ZBook 15vG5 i78750HMobile Workstation"
"massgenie_656"|"Lenovo 81AC002KUS IP 730s Intel Core I7 8 GB 512 GB Traditional Laptop"
"massgenie_657"|"Dell LATI54918XW29 14 in. i5 8400H 8 GB 256 GB Solid State Drive Laptop"
"massgenie_658"|"Dell XX14F 15.6 in. i5 8400H 8 GB 256 GB Laptop"
"massgenie_663"|"HP BUSINESS 1GE44UTABA 840EBG4 i77500U 8G 256GB 14"
"massgenie_672"|"HP Business V1P90UT-ABA 1040 G3 i5 6200U 14 8 GB 256 GB Ultrabook Laptop"
"massgenie_675"|"Dell Commercial J350V 14 I5 7300U 8Gb 256Gb"
"massgenie_678"|"Lenovo 81HG001HUS 17.3 in. 16GB 1TB Legion Y730 i5 Windows 10 Home Gaming Notebook"
"massgenie_680"|"HP 3RS38UT-ABA EliteBook 850 G5 15.6 in. i5-7300U Dual-core 8 GB DDR4 SDRAM 256 GB SSD LCD Notebook"
"massgenie_692"|"Hp inc. 3rf07utaba sbuy eb840g5 i5-8250u 14 8gb/256 pc intel i5-8250u 14.0 fhd ag led uwva uma 8"
"massgenie_715"|"Hp commercial specialty 2lu39utaba zb14ug4 i77500u 8g 256gb 14"
"massgenie_724"|"Hp commercial specialty 3ye07utaba 14 zbook14ug5 i78550u 8gb/256"
"massgenie_726"|"HP Business V1P80UT-ABA 15.6 in. 650 G2 i7-6600U 8G 256G Laptop"
"massgenie_742"|"Lenovo idea 81ac002kus ip 730s i7 8gb 512gb"
"massgenie_746"|"Hp commercial specialty 4nl17utaba 15.6 zbook 15vg5 i78750h 16g"
"massgenie_750"|"Dell commercial xx14f 15.6 i5 8400h 8gb 256gb"
"massgenie_751"|"Dell commercial 8xw29 14 i5 8400h 8gb 256gb"
"massgenie_756"|"Lenovo 20hk0013us p71win10pi78gb500gb3yr"
"massgenie_758"|"Hp inc. 3rs38utaba sbuy eb850g5 i5-7300u 15 8gb/256 pc intel i5-7300u 15.6 fhd ag led uwva uma w"
"massgenie_772"|"Hp Commercial Specialty V2W06UtAba Zbk3 15 I7 6700 1T 8G W7 10"
"massgenie_787"|"Hp business 4jc02utaba 745g5 r7-2700u 14 16gb/512 pc"
"massgenie_790"|"Lenovo topseller thinkstation 20hh000gus tpslr thnkpd p51 i7-7820hq 2.9g"
"massgenie_820"|"Asus notebooks 90nx01i1-m00520 14  i7-8550u 16gb 512gb win10"
"massgenie_827"|"Dell commercial w2w1d 14.1 hd i5 8350u 8gb 126gb m2"
"massgenie_828"|"Hp inc. - sb notebooks v1p90utaba smart buy 1040 i5-6200u 8gb"
"massgenie_853"|"Hp commercial remarketing 2xu38utaba excess ts 14.0uhd i5 16g 512g"
"massgenie_867"|"Hp inc. - sb notebooks v1p80utaba smart buy probook 650 g2"
"massgenie_869"|"MSI PS42060 NoteBook 14 8RB-060 Core i5-8250U 8GB 512GB DDR4 GeForce MX150 Window 10 Pro"
"massgenie_872"|"HP BUSINESS 1GE40UTABA 840EBG4 i57200U 8G 256GB 14"
"massgenie_894"|"Hp inc. - sb notebooks z2a00utaba smart buy elitebook 1040 g3"
"massgenie_918"|"HP Business V1P79UT-ABA 15.6 in. 650 G2 i5-6300U 8G 500 GB Laptop"
"massgenie_919"|"Hp inc. - sb notebooks v1h19utaba smart buy elitebook 850 g3"
"massgenie_921"|"Hp business 4jb90utaba 745g5 r7-2700u 14 8gb/256 pc"
"massgenie_932"|"Msi computer ps42060 ps42060 - intel - core i5 - 8250u - 1.6 ghz - ddr4 sdram - ram: 8 gb - 512 gb -"
"massgenie_933"|"Hp inc. 1ge40utaba sbuy hp 840/i5-7200u/14.0/8gb/256gb"
"massgenie_934"|"Lenovo 81EM000AUS 14 in. Intel Core i7-8550U Flex 6 Multi Touch 2-in-1 Notebook"
"massgenie_942"|"Hp business 4hz54utaba 755g5 r7-2700u 15 8gb/256 pc"
"massgenie_948"|"ASUS 90NR0084-M00400 15.6 in. 8th-Gen Intel Core i5-8300H 8 GB 128 GB Gaming Laptop"
"massgenie_962"|"Hp business 4jb95utaba 745g5 r7-2700u 14 8gb/256 pc"
"microcart_113"|"SMART BUY ELITEBOOK 830 G5 (3RB98UTABA) (0192545002752) (HP INC. - SB NOTEBOOKS)"
"microcart_141"|"TPSLLR THINKPAD E480 I5-8250U (20KN003XUS) (0192158696614) (LENOVO - TOPSELLER THINK)"
"microcart_155"|"TPSLR THNKPD E580 I5-8250U 1.6G (20KS003SUS) (0192158484846) (LENOVO - TOPSELLER THINK)"
"microcart_170"|"GS73 STEALTH-016 I7-8750H 2.2G (GS73016) (0824142160619) (MSI - SYSTEMS)"
"microcart_229"|"TS TP E485 AMD RYZEN 5 2500U (20KU001KUS) (0192651208994) (LENOVO - TOPSELLER THINK)"
"microcart_37"|"14.0/INTEL I7-8550U/16GB/512GB (P5440UF-XB74) (0192876037102) (ASUS - NOTEBOOKS)"
"microcart_72"|"GT83 TITAN-014 I7-8850H 32GB (GT83014) (0824142162521) (MSI - SYSTEMS)"
"microcenter_117"|"ASUS ROG Strix Scar Edition GL703GS-DS74 17.3in Gaming Laptop Computer - Black Intel Core i7-8750H Processor 2.2GHz  NVIDIA GeForce GTX 1070 8GB GDDR5  16GB DDR4-2666 RAM  256GB SSD+1TB 5400RPM SSHD FireCuda"
"microcenter_120"|"Lenovo ThinkPad T480s 14in Laptop Computer - Black Intel Core i7-8650U Processor 1.9GHz  16GB DDR4 RAM  512GB Solid State Drive  Intel UHD Graphics 620"
"microcenter_123"|"HP EliteBook 840 G5 14in Laptop Computer - Silver Intel Core i5-8250U Processor 1.6GHz  8GB DDR4 RAM  256GB Solid State Drive  Intel UHD Graphics 620"
"microcenter_23"|"Lenovo ThinkPad X1 Yoga 14in 2-in-1 Laptop Computer - Black Intel Core i5-8250U Processor 1.6GHz  8GB Onboard RAM  256GB Solid State Drive  Intel UHD Graphics 620"
"microcenter_3"|"Samsung Chromebook Pro 12.3in - Black Intel Core M3-6Y30 Processor 900MHz  Chrome OS  4GB LPDDR3 RAM  32GB eMMC"
"microcenter_43"|"HP ProBook x360 440 G1 14in 2-in-1 Laptop Computer - Silver Intel Core i5-8250U Processor 1.6GHz  8GB DDR4 RAM  256GB Solid State Drive  Intel UHD Graphics 620"
"microcenter_46"|"HP Chromebook 11-v010nr 11.6in Laptop Computer - Gray Intel Celeron N3060 Processor 1.6GHz  Chrome OS  4GB LPDDR3 Onboard RAM  16GB eMMC Storage"
"microcenter_49"|"Dell Latitude 3490 14in Laptop Computer - Black Intel Core i3-7130U Processor 2.7GHz  Microsoft Windows 10 Pro  4GB DDR4 RAM  500GB Hard Drive"
"microcenter_56"|"Lenovo ThinkPad X380 Yoga 13.3in 2-in-1 Laptop Computer - Black Intel Core i7-8650U Processor 1.9GHz  16GB DDR4 RAM  512GB Solid State Drive  Intel UHD Graphcis 620"
"nautilusnet_2"|"HP EliteBook 1040 G4 - 14.0in FHD Intel i5-7300U - 8GB - 256 GB SSD - HD 620 - BT - backlit - HD cam - W10P-64 - 2UL93UTABA"
"nautilusnet_25"|"HP EliteBook 1020 x360 G2 - 12.5in FHD Intel i7-7500U - 8GB - 256 GB NVME -  HD 615 - backlit - FPR - HD cam - W10P-64 - 2UE44UTABA"
"nautilusnet_29"|"HP EliteBook 1020 x360 G2 - 12.5in FHD Intel i7-7600U - 16GB - 512 GB NVME -  HD 615 - backlit - HD cam - W10P-64 - 2UE51UTABA"
"nautilusnet_37"|"HP EliteBook 1030 x360 G2 - 13.3in FHD Intel i5-7300U - 16GB - 256 GB SSD -  HD 620 - BT - backlit - HD cam - W10P-64 - 2GZ76UTABA"
"nautilusnet_7"|"HP EliteBook 1030 x360 G2 - 13.3in FHD Intel i7-7600U - 16GB - 256 GB NVME -  HD 615 - BT - backlit - HD cam - W10P-64 - 1UN43USABA"
"nautilusnet_72"|"HP EliteBook 1040 G4 - 14.0in UHD touch Intel i5-7300U - 16GB - 512 GB NVME - HD 620 - BT - backlit - FPR - HD cam - W10P-64 - 2XU38UTABA"
"nautilusnet_97"|"HP Elitebook 840 G5 Intel i5-8250U - 8GB - 256 GB NVME -  UHD 620 - BT - backlit - FPR - HD cam - W10P-64 - 3RF07UTABA"
"pcmg_10"|"Lenovo ThinkPad T480 20L5 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 8GB RAM 256GB SSD M.2 PCIe NVMe Opal2 14in FHD (1920x1080) IPS Display Intel UHD Graphics 620 Intel 8265ac 2x2 + BT4.1 720p Camera Windows 10 Pro 64 - TopSeller (20L5000UUS)"
